"","user_id","event","tickets","event_id","attendance"
"8821","424867","Def Leppard",5,"690",19
"8822","407573","Def Leppard",8,"690",24
"8823","226518","Def Leppard",2,"690",11
"8824","734700","Modest Mouse",1,"1783",8
"8825","130593","Def Leppard",26,"690",17
"8826","101445","5 Seconds of Summer",4,"11",12
"8827","328978","Janet Jackson",1,"1262",5
"8828","437124","Janet Jackson",1,"1262",6
"8829","122275","Janet Jackson",4,"1262",9
"8830","372235","Janet Jackson",1,"1262",4
"8831","346416","Janet Jackson",1,"1262",4
"8832","433862","Janet Jackson",1,"1262",3
"8833","615305","Janet Jackson",1,"1262",8
"8834","281263","Janet Jackson",1,"1262",8
"8835","13844","Dixie Chicks",4,"731",14
"8836","313732","Janet Jackson",2,"1262",28
"8837","525755","5 Seconds of Summer",2,"11",26
"8838","475758","Janet Jackson",2,"1262",3
"8839","741570","Janet Jackson",1,"1262",3
"8840","158209","Janet Jackson",1,"1262",6
"8841","473585","Journey",2,"1386",14
"8842","403901","Janet Jackson",2,"1262",3
"8843","426871","Journey",2,"1386",4
"8844","66579","Dixie Chicks",2,"731",5
"8845","234065","5 Seconds of Summer",4,"11",10
"8846","672425","Josh Groban",10,"1379",5
"8847","521943","Janet Jackson",2,"1262",5
"8848","137680","Janet Jackson",1,"1262",5
"8849","694747","Janet Jackson",6,"1262",20
"8850","321643","Dixie Chicks",2,"731",21
"8851","696718","Janet Jackson",2,"1262",3
"8852","405818","Janet Jackson",2,"1262",9
"8853","291747","5 Seconds of Summer",2,"11",4
"8854","671265","5 Seconds of Summer",4,"11",4
"8855","464332","5 Seconds of Summer",2,"11",7
"8856","421038","5 Seconds of Summer",2,"11",8
"8857","5143","Weezer",2,"3025",8
"8858","524989","Modest Mouse",2,"1783",6
"8859","415595","Modest Mouse",4,"1783",81
"8860","375494","The Beach Boys",4,"2585",57
"8861","149439","Def Leppard",2,"690",5
"8862","713233","Modest Mouse",2,"1783",3
"8863","690736","Def Leppard",2,"690",6
"8864","234630","Def Leppard",8,"690",5
"8865","542093","Modest Mouse",4,"1783",14
"8866","285966","BABYMETAL",1,"182",3
"8867","427207","Weezer",6,"3025",12
"8868","44544","BABYMETAL",1,"182",20
"8869","621856","Weezer",6,"3025",14
"8870","75524","Weezer",2,"3025",10
"8871","507234","Def Leppard",1,"690",13
"8872","395367","Def Leppard",2,"690",3
"8873","321571","Def Leppard",5,"690",4
"8874","56944","Weezer",1,"3025",4
"8875","537573","Def Leppard",8,"690",3
"8876","43394","Modest Mouse",2,"1783",16
"8877","654857","Def Leppard",18,"690",9
"8878","268196","Dave Matthews Band",4,"656",3
"8879","71687","Weezer",2,"3025",4
"8880","392134","Tedeschi Trucks Band",2,"2543",9
"8881","161929","Weezer",15,"3025",32
"8882","494448","Weezer",2,"3025",10
"8883","391262","Modest Mouse",2,"1783",3
"8884","502709","Ray LaMontagne",1,"2130",9
"8885","235722","BABYMETAL",2,"182",3
"8886","446187","BABYMETAL",2,"182",5
"8887","239728","Dave Matthews Band",3,"656",5
"8888","48686","Phish",2,"2040",6
"8889","128363","Tedeschi Trucks Band",4,"2543",3
"8890","363923","Yanni",5,"3085",9
"8891","584386","Def Leppard",4,"690",6
"8892","61535","Weezer",2,"3025",3
"8893","72140","Modest Mouse",4,"1783",6
"8894","121305","Weezer",3,"3025",4
"8895","36384","Tedeschi Trucks Band",2,"2543",14
"8896","655262","Journey",8,"1386",10
"8897","285702","The Beach Boys",8,"2585",6
"8898","412764","Modest Mouse",3,"1783",11
"8899","134893","Modest Mouse",2,"1783",9
"8900","423399","Tedeschi Trucks Band",1,"2543",13
"8901","519074","Weezer",6,"3025",50
"8902","185889","Weezer",18,"3025",19
"8903","410567","BABYMETAL",8,"182",7
"8904","173554","Weezer",6,"3025",57
"8905","658606","Modest Mouse",4,"1783",14
"8906","765317","5 Seconds of Summer",4,"11",12
"8907","42184","Modest Mouse",4,"1783",6
"8908","37764","Modest Mouse",4,"1783",10
"8909","356255","Weezer",16,"3025",13
"8910","38159","Modest Mouse",2,"1783",12
"8911","412071","The Beach Boys",1,"2585",18
"8912","476787","Modest Mouse",2,"1783",9
"8913","345145","Yanni",4,"3085",3
"8914","28387","BABYMETAL",1,"182",4
"8915","478359","BABYMETAL",2,"182",18
"8916","533554","Weezer",1,"3025",3
"8917","114964","Journey",50,"1386",24
"8918","761322","Weezer",1,"3025",6
"8919","420912","BABYMETAL",2,"182",4
"8920","208278","Def Leppard",8,"690",5
"8921","499153","Modest Mouse",2,"1783",10
"8922","164569","Modest Mouse",4,"1783",4
"8923","367665","Ray LaMontagne",2,"2130",14
"8924","408146","Brit Floyd",4,"374",15
"8925","674062","Dixie Chicks",5,"731",13
"8926","305167","Def Leppard",1,"690",7
"8927","563578","Yanni",2,"3085",39
"8928","110214","Weezer",6,"3025",20
"8929","142557","BRAND NEW",4,"348",4
"8930","185367","Sting",4,"2465",4
"8931","153396","BRAND NEW",2,"348",4
"8932","392491","BRAND NEW",2,"348",3
"8933","103373","BRAND NEW",2,"348",6
"8934","666828","Sting",4,"2465",22
"8935","669327","BRAND NEW",2,"348",3
"8936","725371","Sting",2,"2465",5
"8937","361019","BRAND NEW",2,"348",3
"8938","57638","Sting",2,"2465",4
"8939","23000","Sting",2,"2465",4
"8940","185939","BRAND NEW",4,"348",8
"8941","56740","Sting",4,"2465",4
"8942","557251","BRAND NEW",4,"348",4
"8943","395549","BRAND NEW",2,"348",3
"8944","522769","BRAND NEW",2,"348",5
"8945","167574","Sting",24,"2465",13
"8946","116191","Sting",4,"2465",28
"8947","482625","BRAND NEW",2,"348",4
"8948","124637","Sting",6,"2465",11
"8949","752256","BRAND NEW",4,"348",6
"8950","678293","Sting",8,"2465",7
"8951","730703","BRAND NEW",2,"348",4
"8952","710957","BRAND NEW",2,"348",3
"8953","742651","Sting",2,"2465",3
"8954","179777","Sting",7,"2465",22
"8955","676447","Sting",2,"2465",3
"8956","58018","BRAND NEW",2,"348",10
"8957","303222","Sting",2,"2465",7
"8958","207572","Sting",9,"2465",4
"8959","202837","Sting",2,"2465",5
"8960","277209","BRAND NEW",2,"348",3
"8961","5908","Heart",2,"1098",3
"8962","437653","BRAND NEW",2,"348",3
"8963","587101","Demi Lovato",2,"698",24
"8964","89071","Heart",12,"1098",7
"8965","9008","Sting",3,"2465",5
"8966","265415","Sting",2,"2465",3
"8967","232458","BRAND NEW",2,"348",19
"8968","747751","BRAND NEW",2,"348",7
"8969","759358","Sting",4,"2465",12
"8970","300693","BRAND NEW",4,"348",3
"8971","391961","Hall and Oates",2,"1071",5
"8972","128810","BRAND NEW",2,"348",3
"8973","497539","Heart",2,"1098",11
"8974","124491","Sting",2,"2465",17
"8975","132852","Sting",2,"2465",3
"8976","273457","Heart",2,"1098",4
"8977","192072","BRAND NEW",2,"348",6
"8978","257005","Heart",2,"1098",4
"8979","360909","Sting",8,"2465",3
"8980","285914","Sting",4,"2465",3
"8981","308448","Sting",8,"2465",12
"8982","677459","BRAND NEW",2,"348",3
"8983","592203","Sting",7,"2465",3
"8984","394769","BRAND NEW",4,"348",12
"8985","621734","BRAND NEW",1,"348",6
"8986","131314","BRAND NEW",2,"348",7
"8987","361927","BRAND NEW",2,"348",4
"8988","529461","Sting",6,"2465",19
"8989","477628","Sting",4,"2465",7
"8990","345201","Demi Lovato",4,"698",23
"8991","639260","Demi Lovato",4,"698",3
"8992","147851","Demi Lovato",4,"698",8
"8993","633173","Flight of the Conchords",1,"908",4
"8994","604962","Sting",2,"2465",8
"8995","297376","BRAND NEW",2,"348",7
"8996","371561","Sting",2,"2465",3
"8997","578715","Sting",2,"2465",3
"8998","741590","Sting",6,"2465",12
"8999","87437","Sting",4,"2465",3
"9000","201931","Hall and Oates",10,"1071",17
"9001","156059","Sting",2,"2465",3
"9002","379175","Heart",2,"1098",4
"9003","625923","Sting",4,"2465",6
"9004","750302","Sting",6,"2465",10
"9005","84143","BRAND NEW",2,"348",4
"9006","81768","BRAND NEW",2,"348",6
"9007","699269","BRAND NEW",1,"348",6
"9008","560444","BRAND NEW",2,"348",3
"9009","617987","Sting",2,"2465",9
"9010","222510","Sting",7,"2465",6
"9011","290878","Sting",3,"2465",3
"9012","202512","BRAND NEW",2,"348",13
"9013","694310","Sting",2,"2465",4
"9014","558877","BRAND NEW",2,"348",4
"9015","95493","Sting",2,"2465",8
"9016","226950","Sting",2,"2465",10
"9017","571655","Sting",2,"2465",9
"9018","61443","Sting",2,"2465",5
"9019","526787","Sting",2,"2465",32
"9020","67203","BRAND NEW",2,"348",11
"9021","391465","Sting",2,"2465",3
"9022","594838","Sting",4,"2465",7
"9023","108122","Sting",4,"2465",3
"9024","305322","BRAND NEW",2,"348",3
"9025","719247","BRAND NEW",1,"348",3
"9026","127172","BRAND NEW",2,"348",5
"9027","396025","Sting",4,"2465",13
"9028","749731","Sting",2,"2465",9
"9029","412613","Maks & Val",2,"1649",4
"9030","282456","Sting",19,"2465",15
"9031","725513","BRAND NEW",2,"348",14
"9032","634679","BRAND NEW",2,"348",24
"9033","108719","Sting",8,"2465",11
"9034","18322","BRAND NEW",2,"348",13
"9035","164921","BRAND NEW",2,"348",8
"9036","282153","Sting",4,"2465",6
"9037","55853","BRAND NEW",2,"348",14
"9038","473106","Flight of the Conchords",2,"908",9
"9039","398554","BRAND NEW",2,"348",3
"9040","690736","BRAND NEW",1,"348",3
"9041","696643","Sting",2,"2465",5
"9042","250642","BRAND NEW",2,"348",7
"9043","659553","BRAND NEW",1,"348",7
"9044","643107","BRAND NEW",2,"348",8
"9045","3831","BRAND NEW",2,"348",6
"9046","233021","Flight of the Conchords",2,"908",17
"9047","114470","BRAND NEW",4,"348",3
"9048","706704","Sting",4,"2465",37
"9049","111471","BRAND NEW",4,"348",6
"9050","667287","Sting",4,"2465",18
"9051","355134","Sting",2,"2465",3
"9052","121566","Sting",6,"2465",15
"9053","139676","Hall and Oates",8,"1071",29
"9054","641931","Sting",2,"2465",6
"9055","727291","BRAND NEW",2,"348",5
"9056","692390","Sting",2,"2465",3
"9057","453495","Flight of the Conchords",2,"908",29
"9058","296233","Sting",2,"2465",3
"9059","30118","BRAND NEW",2,"348",9
"9060","264089","Sting",2,"2465",4
"9061","132552","Hall and Oates",4,"1071",3
"9062","280852","BRAND NEW",4,"348",3
"9063","221288","BRAND NEW",2,"348",7
"9064","106987","BRAND NEW",2,"348",7
"9065","676713","BRAND NEW",4,"348",4
"9066","26806","BRAND NEW",4,"348",18
"9067","643530","BRAND NEW",2,"348",24
"9068","86306","Sting",4,"2465",5
"9069","155158","BRAND NEW",2,"348",7
"9070","366202","BRAND NEW",4,"348",19
"9071","161618","BRAND NEW",2,"348",6
"9072","521042","Flight of the Conchords",2,"908",3
"9073","33786","Sting",2,"2465",5
"9074","179624","BRAND NEW",2,"348",13
"9075","456140","BRAND NEW",2,"348",3
"9076","410006","Sting",8,"2465",19
"9077","721781","Sting",2,"2465",3
"9078","460627","Flight of the Conchords",2,"908",4
"9079","376856","Sting",4,"2465",6
"9080","170637","BRAND NEW",4,"348",8
"9081","646818","BRAND NEW",4,"348",3
"9082","591747","BRAND NEW",2,"348",5
"9083","473611","BRAND NEW",2,"348",5
"9084","27006","BRAND NEW",2,"348",4
"9085","522248","BRAND NEW",2,"348",12
"9086","205890","Sting",4,"2465",5
"9087","553988","Sting",7,"2465",18
"9088","310008","Sting",8,"2465",19
"9089","62387","BRAND NEW",2,"348",6
"9090","181416","BRAND NEW",2,"348",8
"9091","742091","BRAND NEW",2,"348",16
"9092","744350","BRAND NEW",2,"348",4
"9093","136786","Sting",6,"2465",12
"9094","318772","BRAND NEW",2,"348",8
"9095","192125","Flight of the Conchords",4,"908",3
"9096","409172","Sting",2,"2465",9
"9097","98744","Sting",5,"2465",6
"9098","66445","Flight of the Conchords",4,"908",4
"9099","529221","Sting",2,"2465",18
"9100","571989","BRAND NEW",4,"348",4
"9101","131190","Sting",3,"2465",14
"9102","238184","BRAND NEW",1,"348",11
"9103","731804","Sting",2,"2465",20
"9104","755214","BRAND NEW",2,"348",8
"9105","333549","BRAND NEW",2,"348",4
"9106","66887","Sting",2,"2465",3
"9107","288198","Heart",6,"1098",7
"9108","385071","BRAND NEW",2,"348",4
"9109","673013","BRAND NEW",3,"348",35
"9110","306088","BRAND NEW",2,"348",3
"9111","494194","BRAND NEW",3,"348",7
"9112","122945","BRAND NEW",2,"348",9
"9113","66384","Sting",4,"2465",3
"9114","90321","Flight of the Conchords",8,"908",4
"9115","288993","BRAND NEW",2,"348",3
"9116","322019","BRAND NEW",4,"348",3
"9117","566849","BRAND NEW",2,"348",4
"9118","658353","Weezer",4,"3025",10
"9119","626009","Weezer",2,"3025",12
"9120","278374","Dead & Company",4,"672",21
"9121","184157","Dead & Company",4,"672",35
"9122","378267","Dixie Chicks",2,"731",7
"9123","358065","Yanni",31,"3085",9
"9124","201547","Weezer",4,"3025",6
"9125","279162","Dead & Company",62,"672",24
"9126","320205","Dead & Company",12,"672",3
"9127","386813","Dead & Company",6,"672",6
"9128","652315","Dixie Chicks",5,"731",21
"9129","58890","Weezer",2,"3025",89
"9130","87178","Weezer",6,"3025",3
"9131","567088","Weezer",2,"3025",5
"9132","147075","Dead & Company",7,"672",64
"9133","221415","Yanni",2,"3085",18
"9134","288454","Dead & Company",20,"672",24
"9135","245841","Dixie Chicks",9,"731",3
"9136","667364","Weezer",2,"3025",3
"9137","359995","Weezer",2,"3025",4
"9138","191278","Weezer",174,"3025",26
"9139","501146","Weezer",30,"3025",39
"9140","476922","Weezer",12,"3025",13
"9141","740763","Weezer",2,"3025",19
"9142","502625","Dead & Company",2,"672",3
"9143","174518","Weezer",6,"3025",8
"9144","691157","Weezer",2,"3025",7
"9145","543626","Weezer",12,"3025",6
"9146","364974","Tedeschi Trucks Band",4,"2543",10
"9147","613272","Journey",10,"1386",12
"9148","61069","Duran Duran",2,"771",3
"9149","266483","Dead & Company",6,"672",11
"9150","688273","Dead & Company",8,"672",5
"9151","166487","Weezer",24,"3025",13
"9152","157160","Dead & Company",12,"672",6
"9153","593526","Weezer",51,"3025",9
"9154","128141","Dead & Company",4,"672",92
"9155","636610","Yanni",2,"3085",4
"9156","739094","Dead & Company",2,"672",28
"9157","511661","Weezer",1,"3025",3
"9158","631442","Journey",7,"1386",25
"9159","172090","Journey",2,"1386",21
"9160","624024","Dixie Chicks",3,"731",11
"9161","229146","Dixie Chicks",8,"731",27
"9162","125405","Duran Duran",2,"771",40
"9163","650061","Dixie Chicks",8,"731",6
"9164","660389","Dead & Company",4,"672",11
"9165","71169","Dead & Company",3,"672",5
"9166","45474","Def Leppard",1,"690",5
"9167","506676","Dead & Company",1,"672",32
"9168","725919","Dead & Company",2,"672",5
"9169","692949","Dixie Chicks",2,"731",17
"9170","651971","Duran Duran",2,"771",4
"9171","237879","Journey",2,"1386",4
"9172","217234","Duran Duran",2,"771",9
"9173","433381","Def Leppard",1,"690",13
"9174","355533","Dead & Company",6,"672",11
"9175","467503","Yanni",2,"3085",8
"9176","135836","Def Leppard",2,"690",3
"9177","145818","Steely Dan",8,"2436",3
"9178","15622","Dead & Company",19,"672",15
"9179","550832","Weezer",6,"3025",8
"9180","543491","Slipknot",12,"2381",7
"9181","477941","Def Leppard",2,"690",8
"9182","242392","Steely Dan",4,"2436",12
"9183","179031","Slipknot",1,"2381",3
"9184","240381","Weezer",2,"3025",6
"9185","505566","Weezer",4,"3025",4
"9186","244625","Yanni",2,"3085",9
"9187","348484","Steely Dan",2,"2436",10
"9188","85927","Def Leppard",7,"690",6
"9189","66060","Weezer",3,"3025",14
"9190","313720","Weezer",49,"3025",4
"9191","87631","Journey",4,"1386",6
"9192","685460","Dead & Company",3,"672",9
"9193","496766","Slipknot",6,"2381",4
"9194","65343","Weezer",4,"3025",3
"9195","527915","Yanni",6,"3085",92
"9196","90872","Dead & Company",1,"672",6
"9197","82396","Slipknot",4,"2381",19
"9198","254488","Weezer",10,"3025",3
"9199","654441","Weezer",2,"3025",13
"9200","732808","Dead & Company",7,"672",14
"9201","182716","Dixie Chicks",2,"731",9
"9202","13810","Slipknot",16,"2381",19
"9203","665955","Weezer",2,"3025",4
"9204","550234","Weezer",3,"3025",6
"9205","11359","Dead & Company",13,"672",29
"9206","699547","Slipknot",4,"2381",3
"9207","485136","Yanni",2,"3085",11
"9208","705674","Def Leppard",8,"690",7
"9209","479332","Slipknot",2,"2381",3
"9210","423701","Dead & Company",1,"672",4
"9211","221351","Weezer",2,"3025",5
"9212","507909","Dead & Company",7,"672",6
"9213","267284","Dixie Chicks",8,"731",13
"9214","262896","Steely Dan",4,"2436",3
"9215","527582","Weezer",4,"3025",7
"9216","109537","Slipknot",2,"2381",9
"9217","136738","Dead & Company",8,"672",4
"9218","738292","Weezer",2,"3025",5
"9219","455996","Dead & Company",4,"672",6
"9220","441585","Dead & Company",4,"672",24
"9221","144536","Dead & Company",1,"672",4
"9222","685770","Weezer",14,"3025",7
"9223","330940","Yanni",3,"3085",16
"9224","335757","Def Leppard",1,"690",8
"9225","689671","Steely Dan",3,"2436",3
"9226","59695","Slipknot",16,"2381",35
"9227","277681","Steely Dan",7,"2436",4
"9228","232597","Steely Dan",4,"2436",26
"9229","461266","Hall and Oates",2,"1071",4
"9230","20755","5 Seconds of Summer",4,"11",4
"9231","373064","Halsey",4,"1072",4
"9232","734421","Halsey",2,"1072",4
"9233","710496","Weezer",2,"3025",6
"9234","549581","Halsey",4,"1072",45
"9235","444284","Disturbed",3,"728",11
"9236","126496","Hall and Oates",2,"1071",22
"9237","446378","Halsey",2,"1072",4
"9238","539191","Weezer",10,"3025",13
"9239","158343","Weezer",3,"3025",9
"9240","746297","Disturbed",4,"728",3
"9241","391714","Halsey",2,"1072",9
"9242","617546","Halsey",4,"1072",3
"9243","272439","Halsey",3,"1072",28
"9244","569477","Halsey",3,"1072",3
"9245","89176","Hall and Oates",1,"1071",8
"9246","657855","Halsey",2,"1072",3
"9247","402479","Halsey",3,"1072",6
"9248","477216","Halsey",2,"1072",6
"9249","245478","Vip Fast Lane",4,"2993",3
"9250","95243","Halsey",2,"1072",3
"9251","425110","Weezer",6,"3025",5
"9252","299870","5 Seconds of Summer",4,"11",22
"9253","185769","Dixie Chicks",3,"731",10
"9254","135092","5 Seconds of Summer",2,"11",5
"9255","286713","Dixie Chicks",16,"731",14
"9256","195621","Demi Lovato",2,"698",3
"9257","528493","Demi Lovato",5,"698",3
"9258","607123","Dixie Chicks",4,"731",11
"9259","319576","Hall and Oates",1,"1071",21
"9260","476329","Hall and Oates",1,"1071",27
"9261","650186","Hall and Oates",1,"1071",4
"9262","110422","Dixie Chicks",5,"731",12
"9263","238722","Dixie Chicks",1,"731",4
"9264","447026","Demi Lovato",2,"698",4
"9265","6560","Dixie Chicks",1,"731",7
"9266","86014","Demi Lovato",2,"698",3
"9267","377024","Dixie Chicks",8,"731",4
"9268","421935","Dixie Chicks",8,"731",10
"9269","56013","Dixie Chicks",6,"731",12
"9270","33278","Demi Lovato",5,"698",19
"9271","597752","Dixie Chicks",4,"731",10
"9272","582227","Dixie Chicks",2,"731",13
"9273","443124","Dixie Chicks",2,"731",13
"9274","489575","Weezer",2,"3025",14
"9275","252469","Halsey",2,"1072",7
"9276","100424","Halsey",4,"1072",8
"9277","173303","Slipknot",2,"2381",19
"9278","702129","Halsey",2,"1072",10
"9279","93187","Disturbed",2,"728",3
"9280","481087","Disturbed",2,"728",6
"9281","481022","Weezer",2,"3025",4
"9282","575358","Slipknot",2,"2381",11
"9283","404587","Weezer",4,"3025",31
"9284","702632","Hall and Oates",3,"1071",8
"9285","344033","Halsey",2,"1072",3
"9286","733167","Halsey",1,"1072",9
"9287","63121","Hall and Oates",2,"1071",3
"9288","128627","Weezer",4,"3025",12
"9289","110438","Hall and Oates",6,"1071",6
"9290","275794","Disturbed",4,"728",8
"9291","307098","Halsey",2,"1072",3
"9292","149405","Halsey",3,"1072",10
"9293","164840","Slipknot",13,"2381",64
"9294","675674","Halsey",4,"1072",32
"9295","329792","Weezer",1,"3025",3
"9296","538595","Weezer",16,"3025",4
"9297","73264","Weezer",6,"3025",4
"9298","238890","Disturbed",4,"728",5
"9299","16976","Halsey",2,"1072",5
"9300","673604","Weezer",8,"3025",20
"9301","209889","Hall and Oates",1,"1071",27
"9302","208943","Slipknot",2,"2381",7
"9303","239418","Halsey",2,"1072",3
"9304","406752","Slipknot",2,"2381",14
"9305","683957","Halsey",6,"1072",5
"9306","73084","Weezer",4,"3025",3
"9307","67483","Slipknot",8,"2381",11
"9308","443442","Halsey",2,"1072",5
"9309","16605","Slipknot",8,"2381",20
"9310","757029","John Fogerty",1,"1350",3
"9311","115822","John Fogerty",2,"1350",4
"9312","156579","John Fogerty",8,"1350",21
"9313","172523","Duran Duran",16,"771",34
"9314","716663","Janet Jackson",7,"1262",5
"9315","415941","Duran Duran",4,"771",24
"9316","259076","Duran Duran",8,"771",7
"9317","653415","Janet Jackson",2,"1262",3
"9318","210148","Janet Jackson",3,"1262",4
"9319","453723","Janet Jackson",8,"1262",13
"9320","742284","Janet Jackson",14,"1262",13
"9321","179401","Janet Jackson",3,"1262",7
"9322","394270","Janet Jackson",2,"1262",31
"9323","298767","Janet Jackson",4,"1262",64
"9324","221002","Janet Jackson",5,"1262",21
"9325","116448","Janet Jackson",8,"1262",16
"9326","330367","Duran Duran",4,"771",38
"9327","622994","Janet Jackson",2,"1262",7
"9328","371086","Janet Jackson",4,"1262",25
"9329","391327","Janet Jackson",6,"1262",8
"9330","742481","John Fogerty",2,"1350",7
"9331","30900","Flight of the Conchords",4,"908",4
"9332","529573","Def Leppard",1,"690",4
"9333","56318","Def Leppard",6,"690",12
"9334","762916","Def Leppard",7,"690",9
"9335","190366","Flight of the Conchords",2,"908",3
"9336","47050","Flight of the Conchords",4,"908",3
"9337","95545","John Fogerty",4,"1350",6
"9338","622281","Def Leppard",8,"690",5
"9339","533177","Def Leppard",1,"690",13
"9340","114412","Def Leppard",2,"690",3
"9341","86174","Def Leppard",4,"690",3
"9342","640530","Flight of the Conchords",3,"908",4
"9343","280630","Def Leppard",6,"690",26
"9344","239846","John Fogerty",4,"1350",3
"9345","308644","John Fogerty",2,"1350",4
"9346","733287","John Fogerty",4,"1350",8
"9347","86818","Flight of the Conchords",2,"908",4
"9348","600609","John Fogerty",4,"1350",4
"9349","178839","Flight of the Conchords",2,"908",11
"9350","657150","Flight of the Conchords",2,"908",9
"9351","735937","Def Leppard",8,"690",16
"9352","562480","John Fogerty",2,"1350",3
"9353","706847","John Fogerty",4,"1350",5
"9354","478219","Def Leppard",2,"690",18
"9355","355665","Duran Duran",2,"771",81
"9356","137083","Hall and Oates",8,"1071",6
"9357","90053","Disturbed",2,"728",4
"9358","414258","Halsey",2,"1072",8
"9359","387992","Yanni",2,"3085",23
"9360","653798","Weezer",2,"3025",6
"9361","756989","Phish",6,"2040",4
"9362","238566","Weezer",2,"3025",8
"9363","525387","Dead & Company",2,"672",5
"9364","212175","Dead & Company",8,"672",4
"9365","450979","Phish",4,"2040",5
"9366","162700","Weezer",8,"3025",8
"9367","252983","Maks & Val",4,"1649",6
"9368","709926","Dead & Company",4,"672",19
"9369","99825","BRAND NEW",4,"348",6
"9370","764560","Weezer",13,"3025",7
"9371","402936","5 Seconds of Summer",2,"11",11
"9372","583928","Weezer",4,"3025",35
"9373","248745","Weezer",8,"3025",4
"9374","534887","Phish",2,"2040",4
"9375","22190","Halsey",4,"1072",7
"9376","607286","Weezer",2,"3025",4
"9377","47203","Disturbed",3,"728",5
"9378","133683","Disturbed",9,"728",35
"9379","339733","Weezer",3,"3025",5
"9380","78969","BRAND NEW",2,"348",11
"9381","676117","Weezer",2,"3025",11
"9382","381367","Dead & Company",7,"672",42
"9383","126548","Halsey",4,"1072",4
"9384","407825","BRAND NEW",2,"348",12
"9385","176060","Weezer",4,"3025",10
"9386","78126","Weezer",8,"3025",3
"9387","272751","Hall and Oates",1,"1071",4
"9388","279078","Weezer",3,"3025",4
"9389","625545","Halsey",1,"1072",5
"9390","499658","Phish",2,"2040",9
"9391","135513","Noel Gallagher's High Flying Birds",1,"1900",3
"9392","489639","BRAND NEW",2,"348",17
"9393","502361","Halsey",2,"1072",21
"9394","28740","Weezer",2,"3025",4
"9395","517392","Weezer",2,"3025",4
"9396","271234","Phish",2,"2040",15
"9397","106438","Disturbed",6,"728",8
"9398","515663","Halsey",4,"1072",14
"9399","549343","BRAND NEW",4,"348",10
"9400","491534","Journey",32,"1386",13
"9401","424893","Halsey",8,"1072",3
"9402","657503","Dead & Company",1,"672",3
"9403","190134","Weezer",6,"3025",4
"9404","353186","Phish",4,"2040",23
"9405","557352","Weezer",1,"3025",6
"9406","485056","BRAND NEW",4,"348",12
"9407","134905","Phish",2,"2040",17
"9408","187341","Yanni",6,"3085",21
"9409","537288","Weezer",10,"3025",28
"9410","240907","Halsey",6,"1072",15
"9411","435138","Hall and Oates",6,"1071",21
"9412","730676","Hall and Oates",2,"1071",10
"9413","465361","Steely Dan",3,"2436",15
"9414","554748","BRAND NEW",4,"348",11
"9415","630424","Disturbed",6,"728",8
"9416","136304","Weezer",8,"3025",8
"9417","85575","BRAND NEW",4,"348",6
"9418","623643","Halsey",4,"1072",5
"9419","417094","Dead & Company",2,"672",8
"9420","121561","BRAND NEW",3,"348",10
"9421","135111","BRAND NEW",4,"348",14
"9422","280784","BRAND NEW",4,"348",19
"9423","401508","Dead & Company",6,"672",14
"9424","372147","Hall and Oates",4,"1071",16
"9425","667993","Weezer",3,"3025",4
"9426","348926","Steely Dan",12,"2436",15
"9427","395300","BRAND NEW",4,"348",8
"9428","211334","Weezer",8,"3025",3
"9429","28298","Weezer",4,"3025",8
"9430","722783","Hall and Oates",8,"1071",6
"9431","713123","Hall and Oates",4,"1071",4
"9432","565066","BRAND NEW",4,"348",8
"9433","11028","5 Seconds of Summer",5,"11",15
"9434","601569","Journey",2,"1386",4
"9435","498656","5 Seconds of Summer",3,"11",5
"9436","734955","Journey",6,"1386",26
"9437","36071","5 Seconds of Summer",2,"11",6
"9438","11013","5 Seconds of Summer",1,"11",111
"9439","134650","Weezer",2,"3025",6
"9440","101982","Dead & Company",1,"672",18
"9441","282942","Journey",8,"1386",4
"9442","581026","Journey",7,"1386",11
"9443","51387","5 Seconds of Summer",2,"11",11
"9444","131094","5 Seconds of Summer",2,"11",5
"9445","471611","Journey",1,"1386",4
"9446","342396","5 Seconds of Summer",3,"11",7
"9447","234763","5 Seconds of Summer",1,"11",8
"9448","534571","5 Seconds of Summer",2,"11",4
"9449","436354","5 Seconds of Summer",2,"11",6
"9450","118688","5 Seconds of Summer",2,"11",3
"9451","41873","Weezer",6,"3025",5
"9452","381441","Weezer",4,"3025",4
"9453","115674","Dead & Company",1,"672",3
"9454","740400","Disturbed",3,"728",4
"9455","213293","Dead & Company",4,"672",4
"9456","511732","Dead & Company",2,"672",6
"9457","644217","Dead & Company",5,"672",9
"9458","403339","5 Seconds of Summer",2,"11",10
"9459","525258","Disturbed",6,"728",3
"9460","32055","Slipknot",4,"2381",24
"9461","762435","Weezer",2,"3025",17
"9462","719639","Weezer",2,"3025",5
"9463","437479","BRAND NEW",2,"348",3
"9464","282401","Halsey",4,"1072",5
"9465","395928","Steely Dan",6,"2436",9
"9466","702440","Slipknot",2,"2381",4
"9467","536485","Disturbed",6,"728",3
"9468","114025","BRAND NEW",2,"348",8
"9469","704797","Slipknot",2,"2381",6
"9470","134301","Weezer",4,"3025",3
"9471","403776","BRAND NEW",4,"348",6
"9472","51986","BRAND NEW",4,"348",8
"9473","589376","Journey",1,"1386",9
"9474","442825","BRAND NEW",4,"348",21
"9475","732644","Halsey",2,"1072",4
"9476","180324","Weezer",4,"3025",4
"9477","292930","Slipknot",2,"2381",21
